customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
IEHI-4981,Female,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.28,992.21,No
IKDV-5516,Female,0,Yes,No,8,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,67.83,519.45,No
FNAR-6000,Male,0,Yes,No,57,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),47.52,2530.16,No
XDDR-0986,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,25.39,827.19,No
DFPB-6197,Female,1,Yes,Yes,21,Yes,Yes,No,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),80.92,1704.13,No
XQMX-1504,Male,0,No,No,12,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,38.23,468.64,No
KGJQ-1652,Female,0,Yes,No,40,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,Two year,Yes,Electronic check,78.22,3090.23,No
ZBZD-2671,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,One year,Yes,Electronic check,85.91,2293.07,No
JGHF-5903,Female,0,Yes,Yes,60,No,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),54.71,3298.54,No
NQTR-4989,Female,0,Yes,No,43,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.97,3252.72,No
SXSF-3757,Male,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,36.26,1080.6,Yes
AVQQ-7625,Male,0,No,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,33.38,1275.02,No
YWCV-3289,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),31.19,1887.31,Yes
BAPR-6905,Female,0,Yes,No,34,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Electronic check,22.05,701.57,Yes
NWYO-7527,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),77.79,3413.58,No
WSYL-1210,Female,0,No,No,58,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,39.91,2387.41,No
TUFE-0204,Male,0,Yes,Yes,6,Yes,No phone service,Fiber optic,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,24.86,145.17,Yes
UPLV-7903,Male,0,No,No,34,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,87.95,3117.84,No
JKQY-6646,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,32.53,1230.03,No
LOBN-3621,Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,78.32,405.46,Yes
JRQE-5583,Female,0,No,No,64,Yes,No phone service,No,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Electronic check,73.47,4455.93,No
AVOU-9521,Female,0,No,No,26,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),93.15,2419.79,No
FMAW-6969,Male,1,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No,Two year,Yes,Credit card (automatic),96.52,960.86,No
AODM-6841,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),61.12,448.89,Yes
WZAP-6569,Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),71.28,670.7,No
COCW-1088,Male,1,Yes,Yes,53,Yes,Yes,No,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Mailed check,50.2,2853.82,Yes
WGCZ-1680,Female,0,No,No,42,Yes,No phone service,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),21.77,824.38,No
NTFG-9691,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,19.12,952.02,No
DUQA-9292,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,97.84,4533.38,No
LXPI-0191,Male,0,No,No,62,Yes,Yes,No,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.35,2064.62,Yes
DRGM-8659,Female,0,Yes,Yes,48,No,No,DSL,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),80.7,3819.7,No
AKJY-4458,Female,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),49.69,1492.63,No
MXHN-7007,Female,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),75.84,4613.15,No
EYBY-7830,Female,1,No,No,7,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30.74,227.05,No
QURP-7944,Male,0,Yes,No,39,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),73.44,2758.5,No
RWXJ-0193,Male,0,Yes,No,59,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),20.9,1160.09,No
EMRQ-8031,Female,0,No,Yes,50,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,75.78,3660.32,Yes
TXXO-8462,Female,0,No,Yes,4,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),51.4,212.86,No
ZTZY-9901,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,43.86,1310.96,Yes
UCBA-9200,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.93,505.33,No
LQXC-0692,Male,0,Yes,No,44,Yes,No,No,No,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),93.23,4231.59,No
HTDU-5637,Male,0,Yes,No,46,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),86.51,3800.55,No
VAQY-9597,Female,1,Yes,No,13,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,108.14,1366.22,No
GFPT-6899,Female,0,Yes,No,24,Yes,No,DSL,No internet service,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),23.93,569.66,Yes
NGAZ-8323,Male,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Electronic check,53.47,2390.81,Yes
DZKB-0907,Female,0,No,No,45,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.48,5089.69,No
BLZU-3719,Female,0,No,Yes,44,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.71,3387.33,No
IWOM-6013,Male,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.63,3241.1,No
TNCW-7132,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),99.18,4575.65,No
BLNF-3513,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),50.0,152.78,Yes
VUSH-6253,Female,0,Yes,No,45,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),79.92,3937.92,No
UKEP-6429,Female,1,No,No,28,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,24.8,761.93,No
EWUE-8250,Female,0,Yes,No,48,Yes,Yes,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),48.65,2384.64,Yes
ZUHU-8579,Male,0,Yes,Yes,64,No,No,No,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,107.13,7392.9,No
XCWN-6956,Male,1,Yes,No,0,No,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.02, ,No
NBIJ-9002,Female,0,No,No,67,No,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,113.27,7729.63,No
SALG-3919,Female,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,89.0,5439.44,Yes
UVYD-1421,Male,1,No,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,107.43,3911.86,Yes
LQJB-5728,Female,1,No,Yes,51,Yes,No,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,Two year,No,Electronic check,52.82,2812.94,No
LIBH-9439,Female,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),32.02,33.58,No
UTPH-3951,Male,0,No,No,20,Yes,No,DSL,No,No internet service,Yes,No internet service,No,No,Two year,Yes,Bank transfer (automatic),86.74,1639.56,Yes
UVUL-1637,Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,68.74,1842.72,No
WGIA-9555,Female,0,No,No,37,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,101.53,4018.15,No
LVLJ-6950,Female,0,Yes,No,31,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,57.09,1913.01,No
SRFX-2977,Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),91.13,3695.83,No
UXFU-8670,Male,0,No,No,21,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),116.95,2374.6,No
RXYT-9983,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),21.64,953.93,No
JJZY-6183,Male,0,Yes,No,11,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,101.2,1180.35,No
HWGH-0411,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),96.66,5227.87,No
OAEB-3221,Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,36.87,233.67,No
VRNX-7496,Female,0,No,No,27,Yes,No,No,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,42.62,1139.77,No
TQKB-9930,Female,0,No,No,56,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.85,6355.25,No
OMHY-3921,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,78.86,4363.28,No
ESZW-5071,Male,0,No,No,16,No,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,24.3,409.74,No
UYHR-8495,Female,0,Yes,No,20,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),18.54,385.79,No
MSCZ-7991,Female,0,No,Yes,50,Yes,No phone service,DSL,No,No,No,No internet service,No internet service,No,One year,No,Credit card (automatic),108.08,5266.8,Yes
KLRM-4514,Female,0,No,No,6,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,47.23,262.95,Yes
GZZX-6784,Male,0,No,No,60,No,No,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.96,3879.13,Yes
MEKJ-3841,Female,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),48.39,2769.43,Yes
OJXG-7234,Male,0,No,No,40,Yes,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Electronic check,64.57,2762.95,Yes
FADK-9464,Male,0,No,No,59,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Credit card (automatic),72.82,4014.94,No
PMMQ-6763,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),94.28,4452.49,No
HPUJ-8940,Female,0,Yes,Yes,28,Yes,No,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),55.45,1593.43,No
ILEV-3572,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,No,Electronic check,84.72,3333.91,No
EBNB-6999,Male,0,No,Yes,36,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,37.65,1410.79,No
FDUA-6787,Male,0,No,No,60,Yes,Yes,DSL,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),40.53,2273.4,No
ESJK-8542,Male,0,No,No,58,Yes,No,Fiber optic,No internet service,No,No,No,No,Yes,Two year,No,Electronic check,92.94,5644.9,No
VSJL-5317,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Mailed check,117.74,7324.56,No
DYWL-1342,Female,0,No,Yes,71,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,48.72,3730.8,No
IURK-2861,Male,1,Yes,Yes,19,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,42.8,890.97,No
INDI-1934,Male,0,No,Yes,43,No,No,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),80.36,3223.34,No
BJAG-9072,Male,0,Yes,No,55,Yes,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.69,4591.01,No
NJVG-9056,Female,0,Yes,No,47,Yes,Yes,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.43,4797.04,No
VDQI-3661,Male,0,No,No,14,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),42.06,539.2,Yes
QXHW-7216,Male,1,Yes,No,55,Yes,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,90.64,4775.73,Yes
XQZP-8332,Male,1,Yes,No,55,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),53.82,2713.85,No
VQVR-8160,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.24,3311.09,No
LWUX-3965,Male,0,Yes,Yes,56,Yes,No,No,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),53.93,2721.56,No
UTOW-4401,Male,1,Yes,No,44,Yes,No,No,No,No,No internet service,Yes,No,Yes,One year,No,Mailed check,89.5,4031.1,No
EMSM-1333,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,87.36,3732.76,Yes
TSML-6843,Male,0,No,No,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.08,5839.84,No
BBEW-9986,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,37.94,246.96,Yes
EZJJ-5247,Female,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,51.15,704.81,Yes
AQGN-4408,Female,0,No,No,25,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.43,2773.01,No
QEZY-3752,Male,0,No,No,40,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Electronic check,45.23,1937.83,No
DRAM-7003,Female,0,No,Yes,28,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,84.78,2552.4,No
ZLJF-8069,Male,0,No,No,62,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,78.12,5282.23,Yes
UPXN-6335,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Two year,No,Mailed check,82.3,983.49,No
VYEX-4158,Male,1,Yes,No,58,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,Yes,Bank transfer (automatic),116.51,6449.78,No
SAAM-2942,Female,1,No,Yes,46,Yes,Yes,No,No internet service,No,No,No,Yes,Yes,One year,Yes,Electronic check,77.31,3708.32,No
IHCY-5633,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),101.99,1935.66,No
LMBU-7665,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,84.83,934.78,No
SUMQ-6801,Female,0,No,No,23,Yes,Yes,DSL,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.96,1097.97,No
SSXG-5993,Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),29.85,622.3,No
IQOB-3204,Female,0,Yes,Yes,3,Yes,No,DSL,No internet service,No,No,No,Yes,No internet service,One year,No,Electronic check,52.7,166.21,No
GRUV-6063,Female,0,No,No,24,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,No,Electronic check,18.58,490.35,No
HMDF-8437,Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No,No,No,No,Yes,One year,Yes,Electronic check,90.62,687.13,Yes
IDSX-4198,Male,0,No,No,35,Yes,No,DSL,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,26.54,886.2,No
SLRQ-7260,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),92.3,3294.93,No
AOIO-7252,Male,0,No,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),88.53,4699.6,No
MLTA-4009,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),59.84,1760.62,No
OGVR-1601,Female,0,No,Yes,61,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,117.8,7475.84,Yes
LHVB-6315,Male,0,No,No,43,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.49,1949.79,No
IINH-2214,Male,1,Yes,No,31,Yes,No,DSL,No,No,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),112.7,3408.66,No
NDGT-8156,Male,0,No,Yes,7,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,68.92,471.72,No
PTFW-3780,Male,0,Yes,Yes,53,No,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.06,5266.5,Yes
GYLJ-4195,Male,0,No,No,16,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,57.3,970.3,No
LGRB-9903,Male,0,Yes,No,11,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card (automatic),21.01,221.58,No
GISW-6615,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,115.18,7711.23,No
RFMZ-2151,Female,0,No,No,70,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,39.23,2725.75,No
ERCC-5592,Male,0,Yes,Yes,25,Yes,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,63.02,1596.65,No
CLPQ-6713,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),112.92,3669.42,Yes
JGXQ-3524,Male,0,Yes,No,43,No,No phone service,No,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),68.7,3188.28,No
JIMS-4753,Female,0,No,No,31,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,104.86,2967.03,No
XCCD-8475,Male,1,Yes,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.04,1918.87,No
CXLY-7350,Female,1,No,No,9,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No,Two year,No,Credit card (automatic),101.18,968.89,No
DHQC-0818,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.85,7923.34,No
MTBT-9562,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.38, ,No
CZLX-4366,Female,0,No,No,69,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),107.08,7273.25,No
MIYU-7908,Female,0,No,No,24,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,53.79,1237.67,No
HVPM-2274,Male,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),104.48,5837.43,No
ZKGU-7993,Female,1,Yes,No,51,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),45.02,2131.7,Yes
BCHK-6158,Female,0,No,No,11,Yes,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.82,539.19,Yes
TYBR-8660,Male,0,No,No,45,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No internet service,One year,No,Electronic check,42.01,1847.39,No
MKFW-5515,Male,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,79.68,633.14,No
TYOQ-7403,Female,0,No,No,44,Yes,No,No,No,No internet service,Yes,No,No,No,Two year,Yes,Mailed check,89.81,3985.14,Yes
AVRO-4615,Male,0,No,No,35,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),74.34,2755.17,Yes
VUES-9916,Male,0,Yes,Yes,8,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),21.48,181.34,No
APVF-2118,Male,1,No,No,39,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,109.34,3941.96,No
PEWU-6379,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.2,3652.82,Yes
MZGJ-4546,Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,59.75,3348.11,Yes
BUOZ-2859,Male,0,Yes,No,44,No,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,70.28,2809.79,No
SGDC-7305,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Two year,No,Bank transfer (automatic),42.22,1401.33,Yes
ZKAU-6513,Male,0,Yes,No,28,Yes,Yes,No,Yes,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),64.69,1794.82,Yes
KORA-2260,Male,0,No,Yes,37,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Electronic check,86.9,3200.35,No
YKFT-2211,Female,0,No,Yes,47,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.12,3980.28,No
LJEI-1159,Female,0,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),108.88,5806.28,No
RLDV-4050,Female,0,No,Yes,61,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,18.8,1047.53,No
CJEN-9495,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),115.79,4251.49,No
LZHE-0423,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,76.31,3493.04,No
OMXP-6415,Male,0,No,No,58,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.58,2988.56,Yes
FZZF-8770,Female,0,Yes,No,58,Yes,No phone service,No,No,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),25.16,1485.85,Yes
UGFU-7254,Male,1,No,No,1,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,No,Credit card (automatic),114.77,111.87,No
XTHZ-1889,Female,0,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),103.01,6071.9,Yes
JVPD-3545,Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.63,351.73,No
GWIH-5540,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,93.09,2320.58,No
YIYX-9207,Male,0,Yes,No,52,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Electronic check,108.91,5318.57,No
WEJG-9389,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,72.92,231.71,Yes
NBYI-4069,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,62.07,4714.29,No
JTYV-2595,Female,0,No,No,55,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,24.79,1273.71,No
UBZZ-1615,Male,0,No,Yes,1,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No internet service,Two year,No,Bank transfer (automatic),92.46,92.3,No
ETGX-3000,Female,1,Yes,No,16,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Electronic check,83.52,1290.04,No
