gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_monthly_spend
Female,1,1,1,6,1,Yes,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,0,Mailed check,92.88,569.16,0,0-1 year,94.86
Male,0,1,1,66,1,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,0,Credit card (automatic),105.62,6615.18,1,4+ years,100.23
Male,1,0,1,9,1,No phone service,Fiber optic,No,No,Yes,No,No internet service,No internet service,One year,1,Credit card (automatic),49.7,420.32,0,0-1 year,46.7
Male,0,0,1,60,1,Yes,No,No,No internet service,No,No internet service,No,No internet service,Two year,1,Bank transfer (automatic),102.17,6550.81,0,4+ years,109.18
Female,0,0,0,36,1,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,0,Electronic check,109.13,4073.27,0,2-4 years,113.15
Female,0,0,0,14,1,No,DSL,No,No,No,No internet service,Yes,Yes,One year,0,Credit card (automatic),115.88,1696.01,0,1-2 years,121.14
Male,0,0,1,49,1,Yes,No,No,No,Yes,Yes,No,No internet service,Two year,1,Electronic check,87.94,4729.08,0,4+ years,96.51
Male,0,0,0,3,1,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Two year,0,Electronic check,61.24,183.6,0,0-1 year,61.2
Male,0,1,0,41,1,Yes,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,1,Mailed check,102.57,3971.51,0,2-4 years,96.87
Female,0,1,0,67,1,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No,One year,1,Electronic check,63.59,4366.3,0,4+ years,65.17
Male,0,0,0,9,1,No,DSL,No,No,No,No,No internet service,No internet service,Month-to-month,1,Electronic check,96.21,782.96,0,0-1 year,87.0
Male,0,1,0,21,1,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,109.24,2302.38,0,1-2 years,109.64
Male,0,1,0,30,1,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,1,Credit card (automatic),82.18,2570.36,0,2-4 years,85.68
Male,0,0,0,27,0,Yes,No,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,0,Electronic check,90.07,2387.03,1,2-4 years,88.41
Male,0,1,0,68,1,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Two year,1,Mailed check,93.01,6208.69,1,4+ years,91.3
Male,0,1,0,18,1,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,0,Bank transfer (automatic),99.74,1659.8,0,1-2 years,92.21
Male,0,1,0,46,1,Yes,DSL,No internet service,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),52.29,2419.74,0,2-4 years,52.6
Female,0,0,0,23,1,No,DSL,No,No internet service,No internet service,No internet service,No internet service,No,One year,1,Bank transfer (automatic),108.57,2427.72,0,1-2 years,105.55
Female,0,1,0,55,1,No,DSL,Yes,No,No,No,No,Yes,One year,0,Bank transfer (automatic),107.3,6249.27,1,4+ years,113.62
Female,0,0,0,10,1,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,0,Electronic check,94.13,887.22,0,0-1 year,88.72
Female,0,0,1,53,1,Yes,No,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),19.04,1010.77,1,4+ years,19.07
Female,0,1,0,58,1,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,One year,1,Electronic check,78.52,4231.33,0,4+ years,72.95
Male,0,1,0,64,1,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Two year,1,Credit card (automatic),102.87,6698.56,0,4+ years,104.66
Female,0,0,0,31,1,No phone service,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,0,Electronic check,101.72,3142.89,0,2-4 years,101.38
Male,0,0,1,17,1,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),103.82,1849.57,1,1-2 years,108.8
Female,0,0,0,3,1,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Two year,1,Credit card (automatic),108.54,302.24,0,0-1 year,100.75
Male,1,1,0,50,0,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,1,Credit card (automatic),108.6,5381.52,0,4+ years,107.63
Female,0,0,0,46,1,No,Fiber optic,Yes,No,No internet service,No,Yes,Yes,One year,1,Mailed check,105.02,4358.68,0,2-4 years,94.75
Female,0,0,0,53,1,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,Yes,One year,0,Mailed check,29.54,1675.11,0,4+ years,31.61
Male,0,0,0,24,1,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,1,Bank transfer (automatic),48.69,1147.66,0,1-2 years,47.82
Female,0,0,0,9,1,Yes,DSL,No internet service,No,No internet service,Yes,No,No,One year,1,Credit card (automatic),20.97,198.15,0,0-1 year,22.02
Male,0,0,0,6,1,Yes,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,0,Electronic check,55.56,324.57,0,0-1 year,54.1
Male,0,1,0,64,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,1,Mailed check,95.82,6349.28,1,4+ years,99.21
Female,0,1,0,18,1,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,1,Mailed check,42.1,810.78,0,1-2 years,45.04
Female,0,1,1,6,1,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,41.64,260.28,1,0-1 year,43.38
Female,0,0,0,44,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,22.73,986.47,0,2-4 years,22.42
Male,0,0,1,37,0,Yes,No,Yes,No,No,No internet service,No,Yes,Two year,1,Electronic check,76.94,3039.57,0,2-4 years,82.15
Female,0,1,0,6,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,88.19,536.64,0,0-1 year,89.44
Male,0,1,0,45,0,No,DSL,No internet service,Yes,No,Yes,No internet service,Yes,One year,1,Electronic check,22.89,1027.17,0,2-4 years,22.83
Female,0,1,0,66,0,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,1,Credit card (automatic),57.45,4103.92,0,4+ years,62.18
Female,0,0,1,7,1,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,1,Credit card (automatic),79.11,595.13,1,0-1 year,85.02
Male,0,0,0,2,0,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.27,211.64,1,0-1 year,105.82
Female,1,1,1,11,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,0,Electronic check,32.89,341.65,1,0-1 year,31.06
Female,0,1,0,42,1,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,1,Mailed check,88.77,3634.78,0,2-4 years,86.54
Male,0,0,0,6,1,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),43.92,239.7,0,0-1 year,39.95
Female,1,0,0,47,1,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),74.41,3459.68,1,2-4 years,73.61
Male,0,0,0,44,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,85.29,3479.83,0,2-4 years,79.09
Female,0,1,0,24,1,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,0,Mailed check,18.74,445.45,0,1-2 years,18.56
Female,0,1,0,3,1,Yes,No,No,No,No,No,No,No,One year,0,Credit card (automatic),33.81,102.34,0,0-1 year,34.11
Female,0,0,0,3,1,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,87.97,272.05,1,0-1 year,90.68
Female,0,1,0,49,1,No,No,No,No,Yes,Yes,Yes,No internet service,One year,0,Bank transfer (automatic),37.63,1799.67,0,4+ years,36.73
Male,0,1,0,57,1,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,0,Credit card (automatic),99.3,5479.49,0,4+ years,96.13
Male,0,0,0,64,1,No,No,No internet service,Yes,No,Yes,Yes,No,One year,1,Bank transfer (automatic),89.46,5334.39,1,4+ years,83.35
Female,0,0,1,66,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,1,Electronic check,102.56,6617.13,1,4+ years,100.26
Male,0,1,0,27,1,Yes,No,Yes,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.65,2245.3,0,2-4 years,83.16
Female,1,0,0,36,1,No,Fiber optic,No,No,Yes,No internet service,No internet service,Yes,One year,1,Bank transfer (automatic),86.54,3075.26,0,2-4 years,85.42
Male,1,1,1,1,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,0,Electronic check,101.89,108.1,0,0-1 year,108.1
Female,0,1,0,60,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),60.01,3797.19,0,4+ years,63.29
Male,0,0,0,50,1,Yes,DSL,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,0,Credit card (automatic),107.19,5698.74,1,4+ years,113.97
Male,1,1,1,30,1,Yes,DSL,No,Yes,No internet service,Yes,No,No,Month-to-month,1,Bank transfer (automatic),116.64,3732.56,0,2-4 years,124.42
Male,0,1,0,42,1,No,No,Yes,Yes,Yes,No,Yes,No,Two year,0,Bank transfer (automatic),93.99,3816.94,1,2-4 years,90.88
Male,0,0,0,27,1,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,0,Electronic check,42.56,1257.73,0,2-4 years,46.58
Female,0,0,0,38,1,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,0,Bank transfer (automatic),60.78,2377.63,0,2-4 years,62.57
Male,0,0,1,64,1,No,DSL,Yes,No,No internet service,No,Yes,No,Two year,1,Bank transfer (automatic),59.42,3490.6,0,4+ years,54.54
Male,0,0,0,15,0,No,Fiber optic,Yes,No internet service,No internet service,No,No,No,One year,0,Credit card (automatic),70.53,1054.88,1,1-2 years,70.33
Male,0,1,0,66,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,1,Bank transfer (automatic),86.24,6186.14,0,4+ years,93.73
Male,0,1,1,67,1,No,DSL,No,No,No internet service,No,No,No internet service,One year,0,Mailed check,19.1,1180.3,0,4+ years,17.62
Male,0,1,1,35,0,No,Fiber optic,Yes,No,No,No,No,No,One year,1,Mailed check,39.17,1384.61,0,2-4 years,39.56
Male,1,1,0,29,1,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,0,Credit card (automatic),81.65,2505.47,1,2-4 years,86.4
Male,0,1,0,22,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,52.36,1201.74,0,1-2 years,54.62
Female,0,0,0,62,0,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,1,Mailed check,40.79,2656.25,0,4+ years,42.84
Female,0,0,1,68,1,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,1,Electronic check,89.16,6520.7,1,4+ years,95.89
Female,0,0,1,46,1,No,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),101.0,4844.61,0,2-4 years,105.32
Male,0,1,1,10,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,109.18,1030.14,0,0-1 year,103.01
Male,0,0,0,18,1,No,DSL,No internet service,No,No,Yes,Yes,No internet service,Two year,1,Electronic check,107.07,1896.15,0,1-2 years,105.34
Female,0,1,0,61,1,No,DSL,No internet service,Yes,Yes,No internet service,No,Yes,Month-to-month,1,Credit card (automatic),88.86,5477.77,0,4+ years,89.8
Female,0,0,1,71,1,No,No,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,0,Mailed check,112.78,8755.87,0,4+ years,123.32
Female,0,0,1,42,1,No,No,Yes,No internet service,No,No,Yes,Yes,Month-to-month,0,Electronic check,109.68,4743.62,0,2-4 years,112.94
Male,0,0,0,8,1,Yes,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,1,Electronic check,38.28,325.83,0,0-1 year,40.73
Female,0,0,0,24,0,No,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,1,Credit card (automatic),39.12,913.95,0,1-2 years,38.08
Female,0,0,0,30,0,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,One year,0,Mailed check,63.63,1800.92,1,2-4 years,60.03
Male,0,1,1,12,1,Yes,DSL,Yes,No,No internet service,Yes,No,No,Month-to-month,0,Mailed check,51.3,582.55,1,0-1 year,48.55
Female,0,1,0,64,1,No,No,No,No internet service,No internet service,No internet service,No internet service,No,One year,0,Electronic check,114.77,7910.87,0,4+ years,123.61
Female,1,1,0,29,0,No,No,Yes,No,No,No,No,Yes,Month-to-month,0,Electronic check,91.12,2883.23,1,2-4 years,99.42
Male,0,1,0,28,1,Yes,No,Yes,No internet service,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),56.44,1589.08,0,2-4 years,56.75
Male,0,1,0,17,1,No,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,1,Electronic check,39.98,727.9,0,1-2 years,42.82
Female,1,1,1,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),95.69,200.62,0,0-1 year,100.31
Female,0,0,0,34,1,No,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,0,Electronic check,84.61,2698.94,0,2-4 years,79.38
Female,0,0,0,65,1,No,No,Yes,No,No,No,No internet service,Yes,Month-to-month,1,Mailed check,81.93,5720.36,1,4+ years,88.01
Female,0,0,1,3,1,Yes,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,106.33,345.47,0,0-1 year,115.16
Male,0,1,0,40,1,Yes,DSL,No,No internet service,Yes,No,No,No,Two year,0,Electronic check,43.83,1596.15,0,2-4 years,39.9
Male,0,1,0,29,1,Yes,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,1,Mailed check,32.81,878.02,1,2-4 years,30.28
Male,0,1,1,10,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),105.4,1003.84,0,0-1 year,100.38
Male,0,0,0,32,1,No,No,No,Yes,Yes,No,No internet service,No,Month-to-month,1,Electronic check,21.03,625.29,0,2-4 years,19.54
Male,0,0,0,37,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,116.98,4328.57,1,2-4 years,116.99
Male,0,0,0,4,1,No,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,0,Bank transfer (automatic),43.24,159.33,1,0-1 year,39.83
Female,0,0,0,58,1,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),70.99,4268.43,0,4+ years,73.59
Female,1,0,1,50,1,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Two year,0,Electronic check,108.66,5185.14,1,4+ years,103.7
Female,0,0,1,64,1,No,No,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,57.47,3413.88,0,4+ years,53.34
Male,0,1,0,67,1,No,No,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),46.27,3280.46,0,4+ years,48.96
Female,1,1,0,57,1,No,No,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,20.19,1140.8,0,4+ years,20.01
Male,1,0,0,47,1,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,1,Bank transfer (automatic),107.84,4666.72,0,2-4 years,99.29
Male,0,0,0,57,0,No,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,1,Mailed check,74.09,4093.42,0,4+ years,71.81
Male,0,1,0,36,1,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,0,Electronic check,30.96,1031.42,0,2-4 years,28.65
Male,0,0,0,6,1,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,1,Mailed check,98.23,541.11,0,0-1 year,90.18
Male,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,One year,0,Bank transfer (automatic),48.98,3104.63,0,4+ years,52.62
Female,0,0,1,58,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,0,Credit card (automatic),18.73,1139.44,0,4+ years,19.65
Male,0,0,0,9,1,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Two year,0,Electronic check,60.25,521.98,0,0-1 year,58.0
Female,0,0,0,32,1,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),95.59,3322.52,0,2-4 years,103.83
Male,1,0,0,50,1,No,No,No,Yes,No internet service,No,No,No,Month-to-month,1,Credit card (automatic),98.72,4661.78,0,4+ years,93.24
Female,1,1,0,35,1,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,1,Bank transfer (automatic),65.72,2223.43,1,2-4 years,63.53
Female,0,1,0,37,1,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),111.54,4200.5,0,2-4 years,113.53
Female,0,0,0,54,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Mailed check,117.77,6811.6,0,4+ years,126.14
Female,0,1,0,29,1,No,DSL,Yes,No internet service,No internet service,No,No,No,Month-to-month,1,Bank transfer (automatic),26.97,808.93,0,2-4 years,27.89
Female,0,0,0,25,1,Yes,DSL,No,Yes,No,No internet service,Yes,Yes,One year,1,Mailed check,22.01,509.51,1,2-4 years,20.38
Male,0,1,0,41,1,Yes,DSL,No,Yes,No,Yes,No internet service,No internet service,Two year,0,Mailed check,71.22,2652.48,0,2-4 years,64.69
Female,0,1,0,46,1,Yes,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),77.11,3457.18,0,2-4 years,75.16
Male,0,0,0,18,1,No phone service,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,1,Mailed check,21.97,433.29,0,1-2 years,24.07
Female,0,1,0,24,1,No,No,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,1,Electronic check,55.04,1390.69,0,1-2 years,57.95
Male,0,0,0,17,1,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,One year,1,Credit card (automatic),86.81,1573.97,0,1-2 years,92.59
Male,0,1,0,8,1,No,No,No,No,No,No,No,No,One year,1,Mailed check,53.33,447.97,0,0-1 year,56.0
Male,0,0,1,16,1,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,53.26,870.04,0,1-2 years,54.38
Female,0,1,0,3,1,No,No,No internet service,No internet service,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),99.7,328.73,0,0-1 year,109.58
Male,1,0,0,54,1,No phone service,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,1,Electronic check,21.71,1187.84,0,4+ years,22.0
Female,0,1,0,53,1,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,1,Electronic check,103.79,5518.78,0,4+ years,104.13
Male,0,0,1,27,1,No,No,Yes,No,Yes,Yes,No,Yes,One year,1,Bank transfer (automatic),22.22,576.7,1,2-4 years,21.36
Female,0,0,0,39,1,No,DSL,No,Yes,No,No,No,Yes,One year,0,Credit card (automatic),19.27,692.74,0,2-4 years,17.76
Male,0,1,1,8,1,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Two year,0,Credit card (automatic),59.32,428.24,0,0-1 year,53.53
Female,0,1,0,35,1,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,0,Electronic check,18.54,679.88,0,2-4 years,19.43
Male,0,1,1,7,1,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,1,Credit card (automatic),33.2,243.47,1,0-1 year,34.78
Male,0,0,0,61,1,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),52.79,3271.7,0,4+ years,53.63
Male,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No internet service,Month-to-month,1,Electronic check,52.85,2715.47,1,2-4 years,56.57
Female,0,1,0,69,1,No,DSL,Yes,No,No,Yes,No,No,Two year,0,Bank transfer (automatic),30.61,2190.32,1,4+ years,31.74
Male,0,1,1,41,1,No,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,0,Mailed check,93.28,3741.39,0,2-4 years,91.25
Male,0,1,1,1,1,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,0,Bank transfer (automatic),69.0,74.84,0,0-1 year,74.84
Male,0,0,1,30,0,Yes,DSL,No,No internet service,No internet service,No,No,No,Month-to-month,1,Electronic check,90.56,2474.39,0,2-4 years,82.48
Male,0,1,0,18,1,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,1,Electronic check,59.52,1090.33,0,1-2 years,60.57
Female,0,0,1,64,1,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,0,Credit card (automatic),23.13,1571.24,0,4+ years,24.55
Female,0,0,1,59,1,No,DSL,Yes,No,No,No,Yes,No,One year,1,Bank transfer (automatic),109.91,6602.52,0,4+ years,111.91
Female,0,0,0,61,1,Yes,Fiber optic,No,No internet service,Yes,No,No,No,Two year,0,Bank transfer (automatic),31.48,1732.98,1,4+ years,28.41
Male,0,0,0,59,1,No,No,No,No internet service,No,Yes,Yes,No,Month-to-month,1,Mailed check,32.29,1862.29,0,4+ years,31.56
Female,0,0,0,15,1,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),47.31,689.31,1,1-2 years,45.95
Male,0,0,0,6,1,No,DSL,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,1,Mailed check,71.24,427.1,0,0-1 year,71.18
Male,0,0,0,67,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,1,Bank transfer (automatic),49.12,3512.7,0,4+ years,52.43
Male,0,0,0,11,1,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,0,Electronic check,81.76,829.23,0,0-1 year,75.38
Female,0,0,0,4,1,No,No,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,1,Credit card (automatic),72.72,265.11,0,0-1 year,66.28
Male,0,1,0,46,0,Yes,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),83.26,4048.16,1,2-4 years,88.0
Female,0,1,0,10,1,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,Month-to-month,1,Electronic check,27.33,261.17,0,0-1 year,26.12
Male,0,0,0,33,1,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,0,Electronic check,111.46,4017.19,0,2-4 years,121.73
Female,1,1,0,50,1,Yes,DSL,No,No,No internet service,No,No,No internet service,Month-to-month,0,Bank transfer (automatic),55.99,2838.13,1,4+ years,56.76
Female,0,1,0,4,1,No,DSL,Yes,Yes,No,No,No,Yes,Two year,1,Electronic check,89.6,353.77,0,0-1 year,88.44
Female,1,1,0,47,1,No,DSL,Yes,No,Yes,No,No,Yes,Two year,1,Electronic check,22.32,1016.67,0,2-4 years,21.63
Male,0,0,0,30,1,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,0,Mailed check,100.82,3295.91,0,2-4 years,109.86
Female,0,0,0,39,1,No,DSL,No,No,No,No internet service,No,No internet service,Month-to-month,1,Electronic check,76.68,3276.51,0,2-4 years,84.01
Female,0,1,1,6,1,Yes,No,Yes,Yes,Yes,No,No internet service,No,One year,1,Credit card (automatic),21.35,124.12,0,0-1 year,20.69
Male,0,0,0,39,1,No,Fiber optic,Yes,No,No,Yes,No,No,One year,1,Credit card (automatic),22.35,953.91,0,2-4 years,24.46
Female,1,0,0,68,1,No phone service,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),50.56,3488.4,0,4+ years,51.3
Female,1,0,0,13,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Mailed check,42.0,531.9,0,1-2 years,40.92
Female,0,0,0,9,1,Yes,DSL,No,No internet service,No,No,No,No internet service,Month-to-month,0,Electronic check,115.68,1141.52,0,0-1 year,126.84
Male,0,1,0,48,1,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,No,Two year,1,Electronic check,73.93,3895.13,0,2-4 years,81.15
Female,0,1,0,16,1,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,51.46,894.9,0,1-2 years,55.93
Female,0,1,0,50,1,No,No,No,No,No,No internet service,No,No internet service,Month-to-month,0,Credit card (automatic),93.67,4608.83,0,4+ years,92.18
Female,1,1,0,61,1,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,1,Electronic check,73.66,4755.07,0,4+ years,77.95
Male,1,0,0,29,1,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,One year,0,Credit card (automatic),58.33,1855.89,1,2-4 years,64.0
Female,0,0,1,54,0,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,0,Credit card (automatic),28.15,1398.67,0,4+ years,25.9
Female,0,0,0,33,1,No,No,No,No,No,Yes,No internet service,No internet service,Two year,0,Credit card (automatic),25.36,780.78,0,2-4 years,23.66
Male,0,0,0,68,0,Yes,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,0,Electronic check,28.51,1797.73,0,4+ years,26.44
Female,0,0,0,32,1,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,1,Credit card (automatic),47.46,1469.05,1,2-4 years,45.91
Female,1,0,0,4,1,No,DSL,No,No,Yes,No,No internet service,No,One year,1,Mailed check,111.81,414.89,0,0-1 year,103.72
Female,0,0,0,41,1,No,DSL,Yes,Yes,No,No,No,No,Two year,1,Mailed check,50.47,2246.48,0,2-4 years,54.79
Male,0,0,0,2,0,Yes,DSL,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,1,Bank transfer (automatic),26.02,51.98,0,0-1 year,25.99
Female,0,0,0,62,1,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,Month-to-month,1,Credit card (automatic),90.81,5631.06,0,4+ years,90.82
Male,1,0,0,37,1,No,Fiber optic,No internet service,No,No internet service,No,No,Yes,Two year,0,Mailed check,97.9,3779.6,0,2-4 years,102.15
Female,0,1,0,12,1,Yes,DSL,No,No internet service,No,No,Yes,No internet service,One year,0,Credit card (automatic),48.33,547.89,1,0-1 year,45.66
Female,0,1,0,7,1,No,No,Yes,Yes,No internet service,Yes,Yes,Yes,Two year,0,Electronic check,93.91,713.33,0,0-1 year,101.9
Male,0,0,0,60,1,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),29.53,1705.28,0,4+ years,28.42
Female,0,0,0,29,1,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Month-to-month,0,Credit card (automatic),82.93,2383.19,0,2-4 years,82.18
Female,0,0,1,49,1,No,No,No internet service,No,No,Yes,No,Yes,Two year,1,Credit card (automatic),82.62,4142.25,1,4+ years,84.54
Male,0,1,1,68,1,Yes,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,0,Electronic check,76.78,5610.96,0,4+ years,82.51
Male,0,0,1,37,1,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Two year,0,Mailed check,33.15,1296.48,1,2-4 years,35.04
Male,0,1,1,58,1,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,69.29,4069.52,0,4+ years,70.16
